municipio,hotel,cod_caminho
Caxambu,"Hotel Negreiros",03
Caxambu,"Hotel Colonial",03
Caxambu,"Pousada do Solar",03
Caxambu,"APARTAMENTO ENCANTADOR NO CENTRO DE SÃO LOURENÇO-MG",03
Caxambu,"casa de temporada",03
Caxambu,"Aconchego Mineiro",03
Caxambu,"Apartamento no coração da cidade, a 5 minutos do Parque",03
Caxambu,"Sitio Pensilvânia",03
Caxambu,"Pousada do Ipê",03
Caxambu,"Pousada Casarão De Minas",03
Caxambu,"Pousada da Mariinha",03
Caxambu,"Casa inteira agradável com estacionamento incluído",03
Cruzeiro,"Sítio Serra do Gigante",03
Cruzeiro,"Pousada Cereja",03
Cruzeiro,"Videiras Palace Hotel",03
Cruzeiro,"Pousada Videiras Santa Rita de Cássia",03
Cruzeiro,"Domus Angelis",03
Cruzeiro,"Pousada das Pedras",03
Cruzeiro,"Pousada Quilombo",03
Cruzeiro,"Recanto da Val",03
Cruzeiro,"Hotel Serra Azul",03
Cruzeiro,"Pousada Recanto da Mantiqueira",03
Cruzeiro,"Graal Inn Hotéis",03
Cruzeiro,"Pousada Vilarejo das Oliveiras",03
Cruzeiro,"Casa Amarela",03
Cruzeiro,"ibis budget Lorena",03
Cruzeiro,"ibis Lorena",03
Cruzeiro,"POUSADA ESTAÇÃO MARMELO",03
Cunha,"Pousada São Miguel",03
Cunha,"Pousada Estância Vip",03
Cunha,"Pousada e Restaurante Clima da Serra",03
Cunha,"Aconchego da bocaina",03
Cunha,"B&B Sol Poente",03
Cunha,"Hospedagem Carvalho",03
Cunha,"Pousada Pedacinho do Ceu chale 2",03
Cunha,"Estalagem Real Café",03
Cunha,"Pousada Pedacinho do Ceu- chalé 1",03
Cunha,"Pousada Sítio Aparição",03
Cunha,"Estalagem Mar de Morros",03
Cunha,"Apartamento Elite em Cunha",03
Cunha,"Flores de Cunha",03
Cunha,"Estalagem Cardoso",03
Cunha,"Chalé Bali",03
Cunha,"Sitio Canto do Colibri",03
Cunha,"Nossa Casa",03
Cunha,"Hospedagem Aconchego",03
Cunha,"Chácara Portal dos Anjos",03
Cunha,"Pousada Pedacinho do Céu suite A",03
Cunha,Loft/Studio,03
Cunha,"Pousada & Camping Seriema",03
Cunha,"Sítio Ramos",03
Cunha,"Recanto do Riacho",03
Cunha,"Sítio Campo Sereno - Localização Privilegiada",03
"Delfim Moreira","Oca Roça",03
"Delfim Moreira","Oca Mantiqueira",03
"Delfim Moreira","Casa de campo Amantykir",03
"Delfim Moreira","Apartamento Estrada Real - Apart Hotel em Marmelópolis",03
"Delfim Moreira","POUSADA ESTAÇÃO MARMELO",03
"Delfim Moreira","Pousada Vilarejo das Oliveiras",03
"Delfim Moreira","Hotel Centenario Itajuba",03
"Delfim Moreira","Hotel Oriente",03
"Delfim Moreira","Chalé com Piscina em Piranguçu - Serra Mantiqueira",03
"Delfim Moreira","Sítio Serra do Gigante",03
"Delfim Moreira","Pousada Verde Maratea",03
Guaratinguetá,"ibis Guaratingueta Aparecida",03
Guaratinguetá,"Kafé Hotel",03
Guaratinguetá,"Hotel Fazenda Sete Lagos",03
Guaratinguetá,"Pousada e restaurante Além das Nuvens",03
Guaratinguetá,"Casa residencial no centro de Guaratinguetá",03
Guaratinguetá,"CASA BELA VISTA MANTIQUEIRA",03
Guaratinguetá,"Aparecida Akuto's Pousada",03
Guaratinguetá,"Hotel Mãe Rainha",03
Guaratinguetá,"Ouro Minas Plaza Hotel",03
Guaratinguetá,"Hotel Pousada da Capital da Fe",03
Guaratinguetá,"Hotel São Gabriel",03
Guaratinguetá,"Hotel Portobello",03
Guaratinguetá,"Hotel Pousada Rogai",03
Guaratinguetá,"Hotel Mão de Fatima",03
Guaratinguetá,"Pousada Rogai - Suítes Anexas",03
Guaratinguetá,"FAMÍLIA CHARLEAUX",03
Guaratinguetá,"Coração de mãe",03
Guaratinguetá,"Utopia Hostel",03
Guaratinguetá,"Casinha amarela",03
Guaratinguetá,"Hotel Pousada Estação Dos Devotos",03
Guaratinguetá,"CANTINHO VOLTE SEMPRE",03
Guaratinguetá,"A sua CASA em Aparecida CASA ampla e acolchegante.",03
Guaratinguetá,"São Bento Palace Hotel",03
Guaratinguetá,"Pousada Santa Cruz",03
Guaratinguetá,"Hotel Santo Graal",03
Itamonte,"Solar Picu Eco-hospedaria",03
Itamonte,"Camping Sítio Guimarães",03
Itamonte,"Guest House Mantiqueira - Itamonte - MG",03
Itamonte,"CASA dos ARCOS",03
Itamonte,"Pousada Vila Minas",03
Itamonte,"Pousada Sonho Meu",03
Itamonte,"Pousada Bonani",03
Itamonte,"Pousada São Sebastião",03
Itamonte,"Casa Amarela",03
Itamonte,"Refúgio nas Montanhas",03
Itamonte,"Pousada Recanto da Mantiqueira",03
Itamonte,"Recanto da Val",03
Itamonte,"Hotel Serra Azul",03
Itamonte,"Pousada das Pedras",03
Itamonte,"Pousada Quilombo",03
Itamonte,"Casa de Campo com piscina, sauna e rio privativo",03
Itamonte,"Sitio Pensilvânia",03
Itamonte,"Pousada Água Limpa",03
Itamonte,"Gran Camping Cabanas da Fazenda",03
Itanhandu,"Pousada Bonani",03
Itanhandu,"Pousada Vila Minas",03
Itanhandu,"Pousada Sonho Meu",03
Itanhandu,"Guest House Mantiqueira - Itamonte - MG",03
Itanhandu,"Pousada São Sebastião",03
Itanhandu,"CASA dos ARCOS",03
Itanhandu,"Pousada Recanto da Mantiqueira",03
Itanhandu,"Casa Amarela",03
Itanhandu,"Recanto da Val",03
Itanhandu,"Hotel Serra Azul",03
Itanhandu,"Pousada Quilombo",03
Itanhandu,"Camping Sítio Guimarães",03
Itanhandu,"Pousada das Pedras",03
Itanhandu,"Pousada Água Limpa",03
Itanhandu,"Solar Picu Eco-hospedaria",03
Itanhandu,"Sitio Pensilvânia",03
Itanhandu,"Refúgio nas Montanhas",03
Itanhandu,"casa de temporada",03
Itanhandu,"Aconchego Mineiro",03
Itanhandu,"Hotel Negreiros",03
Itanhandu,"Hotel Colonial",03
Itanhandu,"Pousada do Solar",03
Itanhandu,"Pousada da Mariinha",03
Itanhandu,"APARTAMENTO ENCANTADOR NO CENTRO DE SÃO LOURENÇO-MG",03
Itanhandu,"Casa inteira agradável com estacionamento incluído",03
Lagoinha,"Terraço Hotel",03
Lagoinha,"Pousada do Sol",03
Lagoinha,"Hotel Platô",03
Lagoinha,"Apartamento encantador em Lagoinha CE",03
Lagoinha,"Noah de Coco Hotel Pousada",03
Lagoinha,"Pousada Maria Brasil",03
Lagoinha,"Paracuru Kitefriends Lux Pousada",03
Lagoinha,"Paracuru SurfRide casa de ferias holiday House",03
Lagoinha,"Casa de Praia Paracuru",03
Lagoinha,Maribel,03
Lagoinha,"Cháchara em Paracuru.ce",03
Lagoinha,"Pousada Brilho da Lua",03
Lagoinha,"Suíte em Flecheiras",03
Lagoinha,"Flat muito confortavel com Wi Fi em Trairi CE",03
Lagoinha,"Casa Kuara",03
Lagoinha,"Casa de charme de frente para Praia de Flecheiras! Kitesurf Paradise!",03
Lagoinha,"Inn Tribus Hotel",03
Lagoinha,"Casa de pescador",03
Lagoinha,"Flecheiras Chalés",03
Lagoinha,"Vila Alicia Flecheiras",03
Lagoinha,"Blue House Flecheiras",03
Lagoinha,"Casa de praia confortável, mobiliada e com ótima localização",03
Lagoinha,"Casa em Paracuru",03
Lambari,"Pousada & Pesqueiro Chico Bento",03
Lambari,"Pousada do Duque",03
Lambari,"Pousada Lambari Montanha Hotel",03
Lambari,"Pousada São Pedro",03
Lambari,"Arte de Minas",03
Lorena,"ibis budget Lorena",03
Lorena,"ibis Lorena",03
Lorena,"CASA BELA VISTA MANTIQUEIRA",03
Lorena,"Kafé Hotel",03
Lorena,"Casa residencial no centro de Guaratinguetá",03
Lorena,"ibis Guaratingueta Aparecida",03
Lorena,"Videiras Palace Hotel",03
Lorena,"Pousada Videiras Santa Rita de Cássia",03
Lorena,"Domus Angelis",03
Lorena,"Aparecida Akuto's Pousada",03
Lorena,"Hotel Pousada Estação Dos Devotos",03
Lorena,"Hotel Mãe Rainha",03
Lorena,"Ouro Minas Plaza Hotel",03
Lorena,"Hotel Pousada da Capital da Fe",03
Lorena,"Hotel São Gabriel",03
Lorena,"Grande Hotel Londrina",03
Lorena,"Pousada Brasil - Self Check-in",03
Lorena,"Hotel Portobello",03
Lorena,"Pousada Coração de Jesus",03
Lorena,"Hotel Pousada Rogai",03
Lorena,"Hotel Mão de Fatima",03
Lorena,"Pousada Rogai - Suítes Anexas",03
Lorena,"Pousada São João",03
Lorena,"FAMÍLIA CHARLEAUX",03
Lorena,"Coração de mãe",03
"Maria da Fé","Pousada Maria da Fé",03
"Maria da Fé","Hotel Centenario Itajuba",03
"Maria da Fé","Casa de campo Amantykir",03
"Maria da Fé","Hotel Oriente",03
Moeda,"Chalé Rústico",03
Moeda,"Pousada Princesa Do Vale",03
Moeda,"Ecovila Coração da Mata",03
Moeda,"Casa de Veraneio Villa Lopes",03
Moeda,"Pouso do Bação - Itabirito MG - São Gonçalo do Bação",03
Moeda,"eSuites Lagoa dos Ingleses",03
Paraty,"Selina Paraty",03
Paraty,"Pouso Atobá",03
Paraty,"Pousada Magia Verde",03
Paraty,"Pousada Tarituba",03
Paraty,"Casa Aldeia Paraty",03
Paraty,"Urukuá Hostel e Pousada Paraty",03
Paraty,"Pousada Mar Azul",03
Paraty,"Trip House Hospedagem",03
Paraty,"Pousada Brisa de Paraty",03
Paraty,"Hospedagem Villa Caiçara",03
Paraty,"Pousada Apple House Paraty",03
Paraty,"Pousada Litoral Paraty",03
Paraty,"Pousada Solar do Algarve",03
Paraty,"Pousada Aloes",03
Paraty,"Casa Lindas Cachoeiras hospedagem",03
Paraty,"Leo's Clan Beach Hostel",03
Paraty,"Pousada Prisma",03
Paraty,"Pousada Solar D Alcina",03
Paraty,"casa super aconchegante",03
Paraty,"Vivendas do Mar Paraty",03
Paraty,"Suítes E Ponto",03
Paraty,"Pousada Macabéa",03
Paraty,"Dom Pedro House",03
Paraty,"POUSADA HAPPY DAY PARATY",03
Paraty,"Nossa Casa, Sua Casa 02 - Excelente Localizacao",03
"Passa Quatro","Pousada Recanto da Mantiqueira",03
"Passa Quatro","Pousada das Pedras",03
"Passa Quatro","Pousada Quilombo",03
"Passa Quatro","Recanto da Val",03
"Passa Quatro","Hotel Serra Azul",03
"Passa Quatro","Casa Amarela",03
"Passa Quatro","Pousada Sonho Meu",03
"Passa Quatro","Pousada Bonani",03
"Passa Quatro","Pousada Vila Minas",03
"Passa Quatro","Pousada Água Limpa",03
"Passa Quatro","Camping Sítio Guimarães",03
"Passa Quatro","CASA dos ARCOS",03
"Passa Quatro","Guest House Mantiqueira - Itamonte - MG",03
"Passa Quatro","Pousada São Sebastião",03
"Passa Quatro","Solar Picu Eco-hospedaria",03
"Passa Quatro","Pousada Vilarejo das Oliveiras",03
"Passa Quatro","Sítio Serra do Gigante",03
"Passa Quatro","Refúgio nas Montanhas",03
"Passa Quatro","POUSADA ESTAÇÃO MARMELO",03
"Passa Quatro","Apartamento Estrada Real - Apart Hotel em Marmelópolis",03
"Passa Quatro","Casa de Campo com piscina, sauna e rio privativo",03
Pindamonhangaba,"Summit Suítes Hotel Pindamonhangaba",03
Pindamonhangaba,"Intercity Patio Pindamonhangaba",03
Pindamonhangaba,"Domum Hotel",03
Pindamonhangaba,"Pinda Palace Hotel",03
Pindamonhangaba,"Hotel Pousada Liberdade",03
Pindamonhangaba,"Vale Hostel",03
Pindamonhangaba,"Recanto do Ribeirão",03
Pindamonhangaba,"CASA SANTA'ANNA",03
Pindamonhangaba,"Hotel Fazenda Pé da Serra",03
Pindamonhangaba,Poupahotel,03
Pindamonhangaba,"Espaço Viagi Hostel",03
Pindamonhangaba,"Antico Plaza Hotel",03
Pindamonhangaba,"Olavo Bilac Hotel",03
Pindamonhangaba,"Samambaia Executive Hotel",03
Pindamonhangaba,"Hotel Ideal Taubaté",03
Pindamonhangaba,"Fazenda das Palmeiras",03
Pindamonhangaba,"San Michel Palace Hotel",03
Pindamonhangaba,"ibis Taubate",03
Pindamonhangaba,"Flat Schnneider para empresas e representantes e estudantes e viagens curtas",03
Pindamonhangaba,"Plaza Suite Hotel",03
Pindamonhangaba,"Pousada Serra da Mantiqueira",03
Pindamonhangaba,"Sitio Primavera",03
Pindamonhangaba,"Taubatexas hostel",03
Pindamonhangaba,"Recanto Felicittá",03
Pindamonhangaba,"Chácara com piscina e churrasqueira",03
Prados,"Pousada Cipo Artes",03
Prados,"Pousada Quatro Estações",03
Prados,"Pouso do Bichinho 1",03
Prados,"Pousada Cantagalo Bichinho MG",03
Prados,"Casa Verde-Casa de Temporada no Bichinho",03
Prados,"Casa de Adobe Casa de Temporada no Bichinho-MG",03
Prados,"Pousada Campestre Vila Tiradentes",03
Prados,"Pousada Vó Iris",03
Prados,"Pouso do Bizuca",03
Prados,"Du Malta",03
Prados,"Casa com piscina temporada Tiradentes do mazinho",03
Prados,"Pousada Bárbara Heliodora",03
Prados,"Segredo da Serra Guest House",03
Prados,"Chalé das Flores",03
Prados,"Hospedaria da lucia",03
Prados,"Casa agradável em Tiradentes",03
Prados,"Flat dos Bandeirantes",03
Prados,"Hotel Fazenda Bela Vista",03
Prados,"Chalés do Apolinário",03
Prados,"Casa Alisson",03
Prados,"Hotel Fazenda Pontal de Tiradentes",03
Prados,"Casa com bangalôs agradável e tranquilo",03
Prados,"Chalés Recanto do Trevo",03
Prados,"Pousada Morada Do Sol mg",03
Prados,"Hotel Trilhos de Minas",03
Queluz,"Graal Inn Hotéis",03
Queluz,"Fazenda Casa Nova",03
Queluz,"Chalé Bela Vista",03
Queluz,"Pousada Sitio Barreirinha",03
Queluz,"Casa de Campo com piscina, sauna e rio privativo",03
Queluz,"Refúgio nas Montanhas",03
Queluz,"Solar Picu Eco-hospedaria",03
Queluz,"Casa Amarela",03
Queluz,"Pousada Campo Alegre",03
Queluz,"Pousada Cereja",03
Queluz,"POUSADA CAMISA 10",03
Queluz,"Hotel Chalés Terra Nova",03
Queluz,"Pousada Encantus",03
Queluz,"Encantu's Flats",03
Queluz,"Casa de Férias para sua Família e seu Pet!",03
Queluz,"Lar da Tamara",03
Queluz,"Camping Sítio Guimarães",03
Queluz,"Chalé Acima das nuvens - Serra da bocaina",03
Queluz,"Gran Camping Cabanas da Fazenda",03
Queluz,"Pousada das Pedras",03
Queluz,"Hotel Serra Azul",03
"Resende Costa","Pousada DDB",03
"Resende Costa","CASA NA ROÇA, TRILHA E EXPERIÊNCIA NO SÍTIO DUTRA",03
"Resende Costa","Hotel Fazenda Bela Vista",03
"Resende Costa","Pousada Kart Clube",03
"Resende Costa","Casa com bangalôs agradável e tranquilo",03
"Resende Costa","Casa Verde-Casa de Temporada no Bichinho",03
Ritápolis,"CASA NA ROÇA, TRILHA E EXPERIÊNCIA NO SÍTIO DUTRA",03
Ritápolis,"Pousada Kart Clube",03
Ritápolis,"PLANETA SEX MOTEL",03
Ritápolis,"Hotel Trilhos de Minas",03
Ritápolis,"Hotel Fazenda Bela Vista",03
Ritápolis,"Hotel Ponte Real",03
Ritápolis,"Pousada Morada Do Sol mg",03
Ritápolis,"Hotel Colonial",03
Ritápolis,"Pousada DDB",03
Ritápolis,"Casa com bangalôs agradável e tranquilo",03
Ritápolis,"Pousada Clube Santa Cruz",03
Ritápolis,"Hotel Fazenda Pontal de Tiradentes",03
Ritápolis,"Pousada Bárbara Heliodora",03
Ritápolis,"Segredo da Serra Guest House",03
Ritápolis,"Chalé das Flores",03
Ritápolis,"Casa agradável em Tiradentes",03
Ritápolis,"Pousada Vó Iris",03
Ritápolis,"Pouso do Bizuca",03
Ritápolis,"Casa Alisson",03
Ritápolis,"Du Malta",03
Ritápolis,"Hospedaria da lucia",03
Ritápolis,"Flat dos Bandeirantes",03
Ritápolis,"Pousada Campestre Vila Tiradentes",03
Ritápolis,"Chalés Recanto do Trevo",03
Ritápolis,"Casa com piscina temporada Tiradentes do mazinho",03
Roseira,"Recanto Felicittá",03
Roseira,"Santa Catarina Hotel",03
Roseira,"Pousada Jovimar",03
Roseira,"Hotel Mirante do Porto",03
Roseira,"Hotel Porto dos Milagres",03
Roseira,"Hotel Romaria Aparecida",03
Roseira,"Pousada Terras de Frei Galvão",03
Roseira,"Pousada Aliança",03
Roseira,"Casa com 6 quartos e confortável próxima ao Santuário",03
Roseira,"Casa Rainha da Paz",03
Roseira,"São Bento Palace Hotel",03
Roseira,"Pousada Santa Cruz",03
Roseira,"Hotel Santo Graal",03
Roseira,"Grande Hotel Londrina",03
Roseira,"Pousada Recanto da Fé",03
Roseira,"Hotel Pousada Recanto da Madá",03
Roseira,"Pousada Santa Maria",03
Roseira,"Pousada Brasil - Self Check-in",03
Roseira,"Casa para hospedagem bairro nobre de Aparecida",03
Roseira,"Chácara Bom Jesus",03
Roseira,"Pousada Estrela de Davi",03
Roseira,"Pousada Casa Verde",03
Roseira,"Casa de Temporada Ubirajara Até 10 pessoas",03
Roseira,"VÓ AMÉLIA 02",03
Roseira,"Casa em Aparecida perto da Basílica",03
"Santa Cruz de Minas","Pousada Clube Santa Cruz",03
"Santa Cruz de Minas","Hotel Trilhos de Minas",03
"Santa Cruz de Minas","PLANETA SEX MOTEL",03
"Santa Cruz de Minas","Pousada Morada Do Sol mg",03
"Santa Cruz de Minas","Hotel Ponte Real",03
"Santa Cruz de Minas","Hotel Colonial",03
"Santa Cruz de Minas","Hotel Fazenda Pontal de Tiradentes",03
"Santa Cruz de Minas","Casa com bangalôs agradável e tranquilo",03
"Santa Cruz de Minas","Segredo da Serra Guest House",03
"Santa Cruz de Minas","Pousada Kart Clube",03
"Santa Cruz de Minas","Casa Alisson",03
"Santa Cruz de Minas","Flat dos Bandeirantes",03
"Santa Cruz de Minas","Pousada Bárbara Heliodora",03
"Santa Cruz de Minas","Pousada Vó Iris",03
"Santa Cruz de Minas","Pouso do Bizuca",03
"Santa Cruz de Minas","Chalé das Flores",03
"Santa Cruz de Minas","Du Malta",03
"Santa Cruz de Minas","Hospedaria da lucia",03
"Santa Cruz de Minas","Chalés Recanto do Trevo",03
"Santa Cruz de Minas","Casa agradável em Tiradentes",03
"Santa Cruz de Minas","Chalés do Apolinário",03
"Santa Cruz de Minas","Casa com piscina temporada Tiradentes do mazinho",03
"Santa Cruz de Minas","Hotel Fazenda Bela Vista",03
"Santa Cruz de Minas","Pousada Campestre Vila Tiradentes",03
"Santa Cruz de Minas","Pouso do Bichinho 1",03
"Santo Antônio do Leite","Capricho Asturiano",03
"Santo Antônio do Leite","Pouso do Bação - Itabirito MG - São Gonçalo do Bação",03
"Santo Antônio do Leite","Hotel Recanto da Serra",03
"Santo Antônio do Leite","Hospedaria Vila Rica",03
"Santo Antônio do Leite","Hotel H2 Congonhas",03
"Santo Antônio do Leite","Solar boa vista",03
"Santo Antônio do Leite","Trilhas de Minas Hostel Camping",03
"Santo Antônio do Leite","Chalé Céu e Terra",03
"Santo Antônio do Leite","Pousada Fonte Viva",03
"Santo Antônio do Leite","Aconchego Mineiro",03
"São Bartolomeu","Hotel Manapany",03
"São Bartolomeu","Le Sereno",03
"São Bartolomeu","Tropical Hotel St Barth",03
"São Bartolomeu","Le Barthélemy Hotel & Spa",03
"São Bartolomeu","VILLA ELLE",03
"São Bartolomeu","4 bedrooms villa with sea view private pool and terrace at Anse des Cayes",03
"São João del Rei","Hotel Trilhos de Minas",03
"São João del Rei","Hotel Ponte Real",03
"São João del Rei","Pousada Morada Do Sol mg",03
"São João del Rei","Hotel Colonial",03
"São João del Rei","Pousada Kart Clube",03
"São João del Rei","PLANETA SEX MOTEL",03
"São João del Rei","Pousada Clube Santa Cruz",03
"São João del Rei","Hotel Fazenda Pontal de Tiradentes",03
"São João del Rei","Chalés Recanto do Trevo",03
"São João del Rei","Casa com bangalôs agradável e tranquilo",03
"São João del Rei","Flat dos Bandeirantes",03
"São João del Rei","Segredo da Serra Guest House",03
"São João del Rei","Casa Alisson",03
"São João del Rei","Hospedaria da lucia",03
"São João del Rei","Casa agradável em Tiradentes",03
"São João del Rei","Pousada Bárbara Heliodora",03
"São João del Rei","Chalés do Apolinário",03
"São João del Rei","Pousada Vó Iris",03
"São João del Rei","Pouso do Bizuca",03
"São João del Rei","Chalé das Flores",03
"São João del Rei","Du Malta",03
"São João del Rei","Casa com piscina temporada Tiradentes do mazinho",03
"São João del Rei","Pousada Campestre Vila Tiradentes",03
"São João del Rei","Hotel Fazenda Bela Vista",03
"São João del Rei","CASA NA ROÇA, TRILHA E EXPERIÊNCIA NO SÍTIO DUTRA",03
"São José do Barreiro","Chalé Acima das nuvens - Serra da bocaina",03
"São José do Barreiro","Chalé Bela Vista",03
"São José do Barreiro","Lar da Tamara",03
"São José do Barreiro","Pousada Campo Alegre",03
"São José do Barreiro","Pousada Encantus",03
"São José do Barreiro","Encantu's Flats",03
"São José do Barreiro","Casa de Férias para sua Família e seu Pet!",03
"São José do Barreiro","GRAAL INN ITATIAIA",03
"São José do Barreiro","POUSADA CAMISA 10",03
"São José do Barreiro","Hotel Chalés Terra Nova",03
"São José do Barreiro","Aconchego Próx. a Penedo.",03
"São José do Barreiro","Graal Inn Hotéis",03
"São José do Barreiro","Pousada Tapera",03
"São José do Barreiro","Hotel Casa Encantada",03
"São José do Barreiro","Casa Dos Artistas",03
"São José do Barreiro","Pousada Chiclé Penedo",03
"São José do Barreiro","Chalé aconchegante para família no Centro",03
"São José do Barreiro","Casa de Tijolinho Penedo-RJ",03
"São José do Barreiro","Casa ampla em penedo",03
"São José do Barreiro","Casa feliz",03
"São José do Barreiro","Pousada Sitio Barreirinha",03
"São José do Barreiro","Espigão Palace Hotel",03
"São José do Barreiro","Fazenda Casa Nova",03
"São José do Barreiro","Chalé Condominio Linda Vista",03
"São Lourenço","Hotel Negreiros",03
"São Lourenço","Hotel Colonial",03
"São Lourenço","Pousada do Ipê",03
"São Lourenço","Pousada Casarão De Minas",03
"São Lourenço","Pousada do Solar",03
"São Lourenço","Pousada da Mariinha",03
"São Lourenço","APARTAMENTO ENCANTADOR NO CENTRO DE SÃO LOURENÇO-MG",03
"São Lourenço","Hostel Montanha Sagrada",03
"São Lourenço","Studio em linda Área Preservada",03
"São Lourenço","casa de temporada",03
"São Lourenço","Casa inteira agradável com estacionamento incluído",03
"São Lourenço","Recanto Trilha da Pesca",03
"São Lourenço","Aconchego Mineiro",03
"São Lourenço","Apartamento no coração da cidade, a 5 minutos do Parque",03
"São Lourenço","CASA dos ARCOS",03
"São Lourenço","Sitio Pensilvânia",03
"São Lourenço","Pousada São Sebastião",03
"São Lourenço","Hotel Bragança",03
"São Lourenço","Studio em Caxambu",03
"São Lourenço","Loft no Circuito das Águas Minerais",03
"São Lourenço","Pousada Bonani",03
"São Lourenço","Quinta da Ana",03
"São Lourenço","Casa de campo Recanto Pedra Azul",03
"São Luiz do Paraitinga","Pousada Fazenda São Luiz",03
"São Luiz do Paraitinga","Fazenda das Palmeiras",03
"São Sebastião do Rio Verde","Pousada São Sebastião",03
"São Sebastião do Rio Verde","Sitio Pensilvânia",03
"São Sebastião do Rio Verde","Pousada Bonani",03
"São Sebastião do Rio Verde","Pousada Vila Minas",03
"São Sebastião do Rio Verde","Pousada Sonho Meu",03
"São Sebastião do Rio Verde","casa de temporada",03
"São Sebastião do Rio Verde","Aconchego Mineiro",03
"São Sebastião do Rio Verde","Hotel Negreiros",03
"São Sebastião do Rio Verde","Hotel Colonial",03
"São Sebastião do Rio Verde","APARTAMENTO ENCANTADOR NO CENTRO DE SÃO LOURENÇO-MG",03
"São Sebastião do Rio Verde","Casa inteira agradável com estacionamento incluído",03
"São Sebastião do Rio Verde","Apartamento no coração da cidade, a 5 minutos do Parque",03
"São Sebastião do Rio Verde","CASA dos ARCOS",03
"São Sebastião do Rio Verde","Guest House Mantiqueira - Itamonte - MG",03
"São Sebastião do Rio Verde","Pousada do Ipê",03
"São Sebastião do Rio Verde","Pousada Casarão De Minas",03
"São Sebastião do Rio Verde","Pousada do Solar",03
"São Sebastião do Rio Verde","Pousada da Mariinha",03
"São Sebastião do Rio Verde","Studio em linda Área Preservada",03
"São Sebastião do Rio Verde","Hostel Montanha Sagrada",03
"São Sebastião do Rio Verde","Pousada Água Limpa",03
"São Sebastião do Rio Verde","Recanto Trilha da Pesca",03
"São Sebastião do Rio Verde","Pousada Recanto da Mantiqueira",03
"São Sebastião do Rio Verde","Recanto da Val",03
"São Sebastião do Rio Verde","Hotel Serra Azul",03
Taubaté,"San Michel Palace Hotel",03
Taubaté,"ibis Taubate",03
Taubaté,"Antico Plaza Hotel",03
Taubaté,"ibis Styles Taubate",03
Taubaté,"Flat Schnneider para empresas e representantes e estudantes e viagens curtas",03
Taubaté,"Olavo Bilac Hotel",03
Taubaté,"Samambaia Executive Hotel",03
Taubaté,Poupahotel,03
Taubaté,"Plaza Suite Hotel",03
Taubaté,"Pousada Casa Mato",03
Taubaté,"Espaço Viagi Hostel",03
Taubaté,"Hotel Ideal Taubaté",03
Taubaté,"Taubatexas hostel",03
Taubaté,"Chácara com piscina e churrasqueira",03
Taubaté,"Fazenda das Palmeiras",03
Taubaté,"Summit Suítes Hotel Pindamonhangaba",03
Taubaté,"Intercity Patio Pindamonhangaba",03
Taubaté,"Sitio Primavera",03
Taubaté,"Domum Hotel",03
Taubaté,"Hotel Pousada Liberdade",03
Taubaté,"Vale Hostel",03
Taubaté,"Apto Centro Caçapava",03
Taubaté,"CASA SANTA'ANNA",03
Taubaté,"Plaza Dutra Hotel",03
Taubaté,"Arcadas Hotel",03
Tiradentes,"Flat dos Bandeirantes",03
Tiradentes,"Pousada Bárbara Heliodora",03
Tiradentes,"Chalés do Apolinário",03
Tiradentes,"Pousada Vó Iris",03
Tiradentes,"Pouso do Bizuca",03
Tiradentes,"Hotel Fazenda Pontal de Tiradentes",03
Tiradentes,"Segredo da Serra Guest House",03
Tiradentes,"Pousada Campestre Vila Tiradentes",03
Tiradentes,"Chalé das Flores",03
Tiradentes,"Casa Alisson",03
Tiradentes,"Du Malta",03
Tiradentes,"Hospedaria da lucia",03
Tiradentes,"Chalés Recanto do Trevo",03
Tiradentes,"Casa com piscina temporada Tiradentes do mazinho",03
Tiradentes,"Casa com bangalôs agradável e tranquilo",03
Tiradentes,"Casa agradável em Tiradentes",03
Tiradentes,"Pousada Clube Santa Cruz",03
Tiradentes,"Hotel Trilhos de Minas",03
Tiradentes,"Pousada Cipo Artes",03
Tiradentes,"Pousada Quatro Estações",03
Tiradentes,"Pousada Morada Do Sol mg",03
Tiradentes,"Casa Verde-Casa de Temporada no Bichinho",03
Tiradentes,"Pouso do Bichinho 1",03
Tiradentes,"Pousada Cantagalo Bichinho MG",03
Tiradentes,"Casa de Adobe Casa de Temporada no Bichinho-MG",03
Tremembé,"Sitio Primavera",03
Tremembé,"Espaço Viagi Hostel",03
Tremembé,"Antico Plaza Hotel",03
Tremembé,"Olavo Bilac Hotel",03
Tremembé,Poupahotel,03
Tremembé,"Summit Suítes Hotel Pindamonhangaba",03
Tremembé,"Intercity Patio Pindamonhangaba",03
Tremembé,"Flat Schnneider para empresas e representantes e estudantes e viagens curtas",03
Tremembé,"Samambaia Executive Hotel",03
Tremembé,"Plaza Suite Hotel",03
Tremembé,"Hotel Ideal Taubaté",03
Tremembé,"San Michel Palace Hotel",03
Tremembé,"ibis Taubate",03
Tremembé,"Taubatexas hostel",03
Tremembé,"Domum Hotel",03
Tremembé,"Hotel Pousada Liberdade",03
Tremembé,"Hotel Fazenda Pé da Serra",03
Tremembé,"Vale Hostel",03
Tremembé,"CASA SANTA'ANNA",03
Tremembé,"ibis Styles Taubate",03
Tremembé,"Recanto do Ribeirão",03
Tremembé,"Chácara com piscina e churrasqueira",03
Tremembé,"Pinda Palace Hotel",03
